Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1655562550,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1655562551,40,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1655562552,80,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1655562553,120,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1655562554,160,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1655562555,200,GET,/productpage,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,4033.64550400147,4033.64550400147,4033.64550400147,4033.64550400147,5290.0
1655562555,200,,Aggregated,0.000000,0.000000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,1,0,4033.64550400147,4033.64550400147,4033.64550400147,4033.64550400147,5290.0
1655562556,200,GET,/productpage,0.000000,0.000000,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,2,0,4033.64550400147,4824.0110269998695,4033.64550400147,5614.376549998269,5292.0
1655562556,200,,Aggregated,0.000000,0.000000,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,2,0,4033.64550400147,4824.0110269998695,4033.64550400147,5614.376549998269,5292.0
1655562557,200,GET,/productpage,0.000000,0.000000,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,3,0,5600.0,5441.328610000103,4033.64550400147,6675.963776000572,4959.333333333333
1655562557,200,,Aggregated,0.000000,0.000000,5600,5600,6700,6700,6700,6700,6700,6700,6700,6700,6700,3,0,5600.0,5441.328610000103,4033.64550400147,6675.963776000572,4959.333333333333
1655562558,200,GET,/productpage,0.333333,0.000000,7100,7700,7800,7800,7900,7900,7900,7900,7900,7900,7900,8,0,7100.0,6729.3381350000345,4033.64550400147,7854.735182001605,5042.0
1655562558,200,,Aggregated,0.333333,0.000000,7100,7700,7800,7800,7900,7900,7900,7900,7900,7900,7900,8,0,7100.0,6729.3381350000345,4033.64550400147,7854.735182001605,5042.0
1655562559,200,GET,/productpage,0.333333,0.000000,7700,7800,7900,8300,8500,8500,8500,8500,8500,8500,8500,10,0,7100.0,7067.772764200345,4033.64550400147,8534.281047002878,5092.0
1655562559,200,,Aggregated,0.333333,0.000000,7700,7800,7900,8300,8500,8500,8500,8500,8500,8500,8500,10,0,7100.0,7067.772764200345,4033.64550400147,8534.281047002878,5092.0
1655562560,200,GET,/productpage,0.428571,0.000000,7900,8300,9300,9300,9400,9500,9500,9500,9500,9500,9500,13,0,7800.0,7609.007438769017,4033.64550400147,9483.08780699881,5061.384615384615
